Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V50IEHR;;EVA;"« On Fleek tout le time, adversaire de taille, enchante´e, c’est Eva. »

La date du concert d'Eva, initialement prévue le 13 mai 2020 au Zénith Toulouse Métropole est reportée au 9 octobre 2020.";"Les billets restent valables pour cette date de report.
Les personnes ne pouvant se rendre au concert reporté, sont invitées à s'adresser à leur point de vente pour effectuer une demande de remboursement jusqu'au 30 juin 2020 conformément aux conditions générales de vente.

La jeune niçoise aux 200 millions de vues youtube avec un disque d'or à son actif et un single de platine ""ON FLEEK"" fera sa première tournée en 2020 dans les Zénith de France. L’ascension fulgurante de la jeune artiste, a^ge´e de seulement 18 ans, justifie des concerts dans de si grandes salles. Eva, est de´ja` conside´re´e comme la re´ve´lation pop urbaine de l’anne´e.
Eva Queen c’est un e´tat d’esprit, des valeurs, un message rempli de force, d’inde´pendance et de fe´minisme, ve´hicule´ et revendique´ par les codes de sa ge´ne´ration.
« On Fleek tout le time, adversaire de taille, enchante´e, c’est Eva. »";2020-10-09;2020-10-09;A 20h;Le 09/10/2020 - A 20h;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;Musique de variété;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/eva-2229.html;;;;;43.598264,1.4092542
FMAMID031V50H2HC;;"EXPO PHOTO: ""DEMAIN, UN MONDE SANS EUX?""";"En 40 ans, nous avons perdu 60% de la population d'animaux sauvages. 
Joseph Godian, photographe autodidacte, souhaite nous interpeller sur cette vérité.";"Loin de la violence de cette triste réalité, il choisit la douceur et nous offre des instants d'une grande beauté dans l'intimité du monde animal. Éléphants, lions, zèbres, oiseaux... ce voyage visuel rend hommage à des animaux menacés d'extinction, tout en ayant pour but de promouvoir, sensibiliser et communiquer sur cette faune merveilleuse. 
Profitez d'un safari photographique familial et écologique dans une nature sauvage et graphique.";2020-06-23;2020-06-27;De 14h à 18h;Du 23/06/2020 au 27/06/2020 - De 14h à 18h;;ODYSSUD;;4 avenue du parc;;31700;BLAGNAC;Culturelle;Spectacle;;Odyssud Ritouret;43.635087;1.39703;05 61 71 75 10;billetterie@odyssud.com;www.odyssud.com;;;;;43.635087,1.39703
FMAMID031V50IMRF;;EXPOSITION - LA VIE QUOTIDIENNE A TOULOUSE : 1938 - 1944;Venez découvrir dans le nouvel espace d'exposition temporaire du Musée départemental de la Résistance et de la Déportation l'exposition des photographies de Germaine Chaumel du 29 février au 29 août.;"A travers une sélection en grande partie inédite de photographies, le travail sensible de Germaine Chaumel nous apporte un témoignage émouvant du quotidien. Avant-guerre, ses photographies sont l’occasion de voir un mode de vie désuet. Durant la guerre elles nous plongent dans le quotidien de la dictature puis de l'Occupation.

Les photographies qui sont présentées ont été sélectionnées avec Madame Pilar Martinez-Chaumel, petite fille de Germaine.

Tout au long de l'exposition des animations, visites et conférences seront organisées.";2020-04-16;2020-08-29;Du mardi au samedi de 10h à 18h.;Du 16/04/2020 au 29/08/2020 - Du mardi au samedi de 10h à 18h.;;MUSEE DEPARTEMENTAL DE LA RESISTANCE & DE LA DEPORTATION;;52 Allée des Demoiselles;;31400;TOULOUSE;Culturelle;Exposition;Historique;;43.589067;1.456827;05 34 33 17 40;;musee-resistance.haute-garonne.fr/fr/index.html;Oui;;;;43.589067,1.456827
FMAMID031V50I4WQ;;EXPOSITION : SECURITE AU TRAVAIL;Comment prévenir efficacement les accidents du travail ?;"En image et avec humour bien sûr ! Souriez, c’est gagné, le message atteint sa cible.
Les graphismes sont explicites et le texte minimaliste pour ces images percutantes qui ne laissent pas indifférent.
Véritables outils de prévention des risques professionnels, ces affiches imprimées dans de petits formats étaient placées sur le lieu de travail des ouvriers, dans les ateliers et les vestiaires.";2020-04-15;2020-08-30;Du mardi au dimanche de 10h à 18h.;Du 15/04/2020 au 30/08/2020 - Du mardi au dimanche de 10h à 18h.;;MATOU, MUSEE DE L'AFFICHE DE TOULOUSE;;58 Allées Charles de Fitte;;31300;TOULOUSE;Culturelle;Exposition;;Saint Cyprien République;43.6002114;1.43011835;05 81 91 79 17;musee.affiche@mairie-toulouse.fr;;;De 2,00 € à 4,00 €;;4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.6002114,1.43011835
FMAMID031V50HPJ0;;EXTINCTIONS, LA FIN D’UN MONDE ?;Dès l’automne, le Muséum de Toulouse donne à réfléchir au public sur l’extinction du vivant, avec une exposition présentée pour la première fois en France, conçue par le Natural History Museum de Londres.;"À travers un parcours rythmé, sensible et interactif, Extinctions : la fin d’un monde ? fera découvrir plus de 60 objets provenant du musée londonien, enrichis par des pièces issues du fonds local toulousain. À partir de spécimens, vidéos documentaires et témoignages de scientifiques de terrain, l’exposition nous éclaire sur l’évolution et la fin des espèces. Elle introduit et saisit le phénomène d’extinction entre apparitions et disparitions d’espèces, tout en appréhendant la question des extinctions de masse, leurs causes et leurs conséquences. Elle s’attache à comprendre la notion d’évolution d’espèces.

Des dinosaures au dodo, 99 % des espèces qui ont vécu sur Terre sont désormais éteintes. Néanmoins, certains animaux et plantes ont survécu aux précédentes extinctions de masse, tels les tortues Luth, les crabes Fer à cheval ou encore les arbres Ginkgo.

Elle interpelle sur les sujets en lien direct avec l’extinction :

Que se passe-t-il après une extinction de masse ?
Comment les nouvelles espèces évoluent-elles ?
Devons-nous préserver la biodiversité ou considérer l’extinction comme une conséquence inéluctable de l’évolution ?
Qui résistera, survivra, s’éteindra ?
L’humanité est-elle vouée à disparaître ?

En suscitant le questionnement, le Muséum espère éveiller les consciences quant à notre propre impact sur les espèces qui nous entourent et qui sont indispensables à notre survie. Au cœur de sa mission, il apporte ainsi une contribution éclairante aux débats autour de la biodiversité et de l’avenir de la vie sur Terre.

C’est aujourd’hui sur un rythme effréné et sans précédent que les espèces s’éteignent et que la nature décline. Le rapport accablant de la Plateforme Intergouvernementale sur la Biodiversité et les Services Écosystémiques (IPBES), approuvé début mai par 130 États, sonne l’alarme devant la gravité de la situation : plus d’un million d’espèces végétales et animales sont menacées d’extinction. Face à cette urgence, il est plus que jamais nécessaire de réinventer un monde au bord de l’extinction, en composant un nouveau pacte avec le vivant.";2020-06-02;2020-06-28;De 10h à 18h sauf le lundi.;Du 02/06/2020 au 28/06/2020 - De 10h à 18h sauf le lundi.;;MUSEUM DE TOULOUSE;;35 Allées Jules-Guesde;;31000;TOULOUSE;Culturelle;Animations, Exposition;Jeune public, Vidéo;Carmes;43.5942735;1.4492137;05 67 73 84 84;;www.expo-extinctions.fr;;De 5,00 € à 9,00 €;;8 - 12 ans;43.5942735,1.4492137
FMAMID031V50CMNL;;FETE DE LA MUSIQUE;Une nouvelle occasion de sortir de chez toi et de fêter la musique dans différents lieux de Toulouse;La Fête de la musique, c'est partout dans la ville, les rues, les salles, les centres culturels, dans les parcs et jardins…;2020-06-21;2020-06-21;;Le 21/06/2020;;DIVERS LIEUX;;;;31000;TOULOUSE;Musique;Concert, Festival;Musical;;;;;;;Oui;;;;
FMAMID031V50IOPJ;;GIMS (REPORTE AU 22 NOVEMBRE);"Report du concert prévu le 25 mars 2020. 

De la « Sexion d’Assaut » au « Fuego tour », GIMS, l’artiste de 33 ans, premier rappeur francophone à remplir le Stade De France, célèbrera en 2020 ses 10 ans de carrière !";"À cette occasion, GIMS prépare un nouvel album et la tournée DÉCENNIE TOUR.

Après le succès de son 3ème album studio « Ceinture Noire » et sa réédition baptisée « transcendance » qui occupa pendant plus de 9 semaines la première place des classements musicaux et certifiée disque de Diamant, GIMS remettra ses lunettes noires et fêtera avec son public ses 10 ans de carrière en lui réservant un show époustouflant : DÉCENNIE TOUR
12 Dates Uniques (10 dates en France, 1 date en Belgique, 1 date au Luxembourg) où GIMS retracera les plus beaux moments de ses 10 ans de carrière, accompagné sur scène d’invités surprises et prestigieux.

De « Sapé comme Jamais » à « La Même » en passant par « Bella », « Miami Vice » ou encore les hits de ses débuts avec la Sexion D’Assaut tels que « Wati by night », « Désolé », retrouvez GIMS, accompagné de ses danseurs et ses musiciens pour fêter ensemble cet anniversaire !";2020-06-20;2020-06-20;A 20h30.;Le 20/06/2020 - A 20h30.;REPORTE;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/gims-2208.html;;;;;43.598264,1.4092542
FMAMID031V50IRNN;;GREAT MONUMENTS OF TOULOUSE;For an initial discovery, this tour offers an overview of the main sites and monuments: Place du Capitole, the Saint-Sernin basilica, the Garonne riverbanks and the Jacobins Convent.;"Visit proposed by the tourist office.

For an initial discovery of Toulouse, this tour offers an overview of the main sites and monuments. During the tour, you walk through the town, have a look at the town hall square, the Saint-Sernin basilica, the Jacobins Convent and wonderful views along the river Garonne.

Meeting point :  tourist office, donjon du Capitole.

On Saturdays at 10 am in May and June.";;;At 10am. At 10am. At 10am. At 10am.;Le 06/06/2020 - At 10am. Le 13/06/2020 - At 10am. Le 20/06/2020 - At 10am. Le 27/06/2020 - At 10am.;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Capitole;43.6045802;1.4451303;0 892 180 180 (0,45€ TTC /min);infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;De 10,00 € à 12,00 €;;;43.6045802,1.4451303
FMAMID031V50IBH3;;HAPPY HOUR… AVEC LA BOHEME (ANNULE);Une heure consacrée aux chefs-d'oeuvre du grand répertoire, afin de découvrir les plus belles pages symphoniques.;"L’été a les couleurs de la Bohème. La série des Happy Hour se clôt par un périple en Tchécoslovaquie, au son de la Vltava dont Smetana sut exalter les vastes tourbillons comme les plus modestes ruisseaux. Une invitation au voyage !

JIRÍ ROŽEN / DIRECTION

BENDRICH SMETANA
- MÁ VLAST, - « VLTAVA » (LA MOLDAU) - « ŠÁRKA »
DVORÁK
- SYMPHONIE N° 8 « TCHÉCOSLOVAQUE » EN SOL MAJEUR, OP. 88";2020-06-27;2020-06-27;A 18h.;Le 27/06/2020 - A 18h.;ANNULE;HALLE AUX GRAINS;;Place Dupuy;;31000;TOULOUSE;Musique;Concert;Jazz et blues, Musique classique;François Verdier;43.5997775;1.45519132;05 61 63 13 13;;www.web.digitick.com/27-06-2020-happy-hour-concert-halle-aux-grains-zone-toulouse-27-juin-2020-css5-onct-pg101-ri6267193.html;;De 5,00 € à 22,00 €;;;43.5997775,1.45519132
FMAMID031V50ISHI;;JEAN-LOUIS AUBERT;Son nouveau double album « REFUGE » est sorti le 15 novembre 2019.;"Avec la tournée OLO TOUR, Jean-Louis Aubert, seul en scène mais bien accompagné, retrouvera ses hologrammes à travers une nouvelle scénographie, toujours plus moderne et novatrice : entre performances live et moments très intimes, avec pour fil conducteur la poésie, la générosité et l’émotion qui lui sont si singulières.
Ce rendez-vous sera l’occasion de découvrir et partager les chansons du nouvel album, mais aussi ses titres incontournables.";2020-12-10;2020-12-10;A 20h.;Le 10/12/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;;;;;;43.598264,1.4092542
FMAMID031V50IQCM;;LA NUIT DU PRINTEMPS DU RIRE (ANNULE);Prêts pour une nuit de folie ?;"La Nuit du Printemps c’est LA Soirée emblématique du festival:  2h30 de spectacle, 2 maîtres de cérémonie et un plateau d’artistes exceptionnels rien que pour vous  ! 

Les artistes annoncés :
	•	JEANFI JANSSENS
	•	DOULLY
	•	JEAN-MARIE BIGARD
	•	LA BAJON
	•	PABLO MIRA
	•	ÉLISABETH BUFFET
	•	GIROUD&STOTZ
	•	OLIVIA MOORE
	•	LE GAGNANT DES BEST DE L’HUMOUR

Réservez vite vos places !";2020-06-03;2020-06-03;A 20h30;Le 03/06/2020 - A 20h30;ANNULE;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Culturelle;Spectacle;Comique;Zénith;43.598264;1.4092542;;;leprintempsdurire.com/la-nuit-du-printemps;;18,00 €;;;43.598264,1.4092542
FMAMID031V50ISH9;;LAURENT GERRA;Accompagné de 6 musiciens, l’humoriste parcourt de sa plume acérée ces 5 dernières décennies, notamment la nôtre, et nous promet une de ses plus belles cuvées !;"« Je m’appelle Laurent, j’ai 5 ans et je vais vous faire mes imitations. »
Cette phrase prononcée fièrement en 1972 par un petit garçon dans le microphone de ses parents fait écho au spectacle « SANS MODERATION » de LAURENT GERRA.
La scène en première récréation, l’imitation en seconde nature !
Il est devenu l’humoriste applaudi par des millions de Français, la radio et la télévision l’ont accompagné dans ses plus grands moments.
Le spectacle, « SANS MODERATION » se savoure entre jubilation et émotion.
Laurent Gerra rosse hommes politiques, chanteurs, acteurs, et personnalités faisant l’actualité.
Il revisite quelques-uns de ses grands sketchs avec ses cibles préférées et présente aussi sa vision inédite de l’actualité, notamment politique, avec une présidentielle à rebondissements…!";2020-11-21;2020-11-21;A 20h.;Le 21/11/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/laurent-gerra-2216.html;;;;;43.598264,1.4092542
FMAMID031V50IRPF;;LES GRANDS MONUMENTS DE TOULOUSE;Cette visite au coeur historique de Toulouse propose un concentré de monuments emblématiques : à vous le Capitole, la basilique Saint-Sernin, le couvent des Jacobins et l’hôtel de Bernuy !;"Visite guidée proposée par l'office de tourisme. 
Vous découvrez la place du Capitole ; la Basilique Saint-Sernin, chef d’oeuvre de l’art roman, étape majeure sur les Chemins de Saint-Jacques de Compostelle ; l’église et le cloître des Jacobins, maison mère des Dominicains à l’extraordinaire architecture, et l’hôtel de Bernuy, témoin de l’âge d’or toulousain.

RDV : Devant l'Office de tourisme (Donjon du Capitole).

La réservation est conseillée, les places étant limitées.";;;A 14h30 A 14h30 A 14h30 A 14h30 A 14h30;Le 02/06/2020 - A 14h30 Le 09/06/2020 - A 14h30 Le 16/06/2020 - A 14h30 Le 23/06/2020 - A 14h30 Le 30/06/2020 - A 14h30;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole.;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Capitole;43.603908;1.44470599;0 892 180 180 (0,45 € TTC/min);infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;De 10,00 € à 12,00 €;;;43.603908,1.44470599
FMAMID031V50IRPG;;LES GRANDS MONUMENTS DE TOULOUSE (ANNULE);En raison des consignes de sécurité liées au Covid-19, nos visites guidées sont annulées jusqu'au 31 mai.;"Visite guidée proposée par l'office de tourisme. 

Cette visite au coeur historique de Toulouse propose un concentré de monuments emblématiques : à vous le Capitole, la basilique Saint-Sernin, le couvent des Jacobins et l’hôtel de Bernuy !

Vous découvrez la place du Capitole ; la Basilique Saint-Sernin, chef d’oeuvre de l’art roman, étape majeure sur les Chemins de Saint-Jacques de Compostelle ; l’église et le cloître des Jacobins, maison mère des Dominicains à l’extraordinaire architecture, et l’hôtel de Bernuy, témoin de l’âge d’or toulousain.

RDV : Devant l'Office de tourisme (Donjon du Capitole).

La réservation est conseillée, les places étant limitées.";2020-05-21;2020-05-21;A 15h;Le 21/05/2020 - A 15h;ANNULE;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole.;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Capitole;43.603908;1.44470599;0 892 180 180 (0,45 € TTC/min);infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;De 10,00 € à 12,00 €;;;43.603908,1.44470599
FMAMID031V50DW69;;SALON AUTO MOTO CLASSIC DE TOULOUSE - FEE RARISSIME;"Cette année, le salon Auto-Moto sera couplé avec la manifestation Fée Rarissime.
Le nouveau rendez-vous pour tous les passionnés et amateurs de véhicules anciens du Grand Sud.";"Présentant plus de 150 exposants sur 20 000 m² d’exposition durant 3 jours, il est organisé avec le concours de Midi Rétro Auto. 

DES RENCONTRES
Les acteurs du marché des véhicules anciens et motos anciennes, entreprises, clubs, associations, passionnés, collectionneurs et grand public se donnent rendez-vous sur le Salon Auto Moto Classic.

DES ANIMATIONS
De nombreuses animations sont prévues tout au long de ces 3 jours avec notamment une exposition phare organisée avec le concours de Midi Rétro Auto, « Nos belles centenaires » ainsi qu’une vente aux enchères le samedi 22 septembre après-midi.

DE LA CONVIVIALITÉ
3 jours de convivialité au cœur d’un événement dédié aux passionnés de voitures et motos anciennes pour se rencontrer, échanger, partager.

Fée - Rarissime 

A cette occasion, vous pourrez vous balader au milieu des différents modèles Ferrari exposés, réaliser des baptêmes avec des pilotes expérimentés dans les rues de Toulouse et bien d'autres activités vous attendrons.
Organisée par les clubs Rotary et Rotaract de Toulouse au profit d'Hôpital Sourire.";;;De 14h à 22h. De 10h à 19h. De 10h à 18h.;Le 11/09/2020 - De 14h à 22h. Le 12/09/2020 - De 10h à 19h. Le 13/09/2020 - De 10h à 18h.;;MEET;Parc des Expositions et Centre de Conventions - MEETT;Chemin de l’Enseigure;;31840;AUSSONNE;Manifestation commerciale;Foire ou salon;Automobile;Palais de Justice;43.663308;1.3541861;;;www.automoto-classic.com/toulouse;;;;;43.663308,1.3541861
FMAMID031V50ISHJ;;TEXAS;30e anniversaire de Southside.;Texas revient fêter les 30 ans de son album légendaire Southside!;2020-12-03;2020-12-03;A 20h.;Le 03/12/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/texas-2231.html;;;;;43.598264,1.4092542
FMAMID031V50IRNJ;;TOULOUSE Y SUS MONUMENTOS (CANCELADAS);Para una primera visita, le proponemos un panorama de los principales sitios y monumentos.;"Visita de la oficina de turismo. Para una primera visita de la ciudad le proponemos un panorama completo de los principales sitios y monumentos. Acompanado de un guia, descubra la plaza del Capitole, corazon de Toulouse, la basilica de Saint-Sernin, obra maestra del arte romanico, las orillas del rio Garona y sus paisajes y el convento de los Jacobinos con su sorprendente arquitectura.

Punto de cita : oficina de turismo, donjon du Capitole.

Todos sábados a las 11:00";;;A las 11:00 A las 11:00 A las 11:00 A las 11:00 A las 11:00;Le 02/05/2020 - A las 11:00 Le 09/05/2020 - A las 11:00 Le 16/05/2020 - A las 11:00 Le 23/05/2020 - A las 11:00 Le 30/05/2020 - A las 11:00;ANNULE;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole.;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Capitole;43.603908;1.44470599;0 892 180 180 (0,45 € TTC/min);infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;De 10,00 € à 12,00 €;7,00 €;;43.603908,1.44470599
FMAMID031V50ISHB;;VITAA & SLIMANE;VersuS, le titre de la première chanson issue d’un projet incroyable et évident.;"VersuS, les confessions musicales de Vitaa et Slimane, deux artistes que le destin a décidé de réunir le temps d’un album duo, disponible le 23 août 2019.

VersuS Tour, une tournée des Zénith à deux. Un spectacle musical unique mettant en scène les interprètes du tube « Je te le donne ». Un rendez-vous exceptionnel que vous donnent Slimane et Vitaa le temps d’une série de concerts uniques à travers toute la France, la Belgique et la Suisse dès mars 2020.";2021-11-06;2021-11-06;;Le 06/11/2021;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/vitaa-slimane-2183.html;;;;;43.598264,1.4092542
FMAMID031V50186V;FOIRE INTERNATIONALE DE TOULOUSE;LA FOIRE INTERNATIONALE DE TOULOUSE (REPORTE EN SEPTEMBRE);88e édition de la Foire Internationale de Toulouse !;"Report de la Foire Internationale de Toulouse en juin 2020 au MEETT.

Depuis plusieurs semaines, Toulouse Événements, organisateur de la Foire Internationale de Toulouse, suit attentivement l’évolution de la situation liée à l’épidémie de Coronavirus - COVID-19.

Avec au cœur de son métier, les rencontres et les échanges humains, Toulouse Événements fait et a toujours fait de la sécurité une de ses priorités envers ses collaborateurs, visiteurs, partenaires exposants, prestataires quels que soient les événements.

Dans ce contexte ainsi que dans un souci de prévenance, en application des dernières décisions des pouvoirs publics et de l’évolution de l’épidémie : la 88e Foire Internationale de Toulouse
qui devait se tenir du 17 au 26 avril prochain est reportée du 20 au 29 juin 2020 au MEETT, nouveau Parc des Expositions de Toulouse.

La Foire de Toulouse, 1er événement économique de la Région et véritable moteur de l’économie régionale, se tiendra pour la première fois au MEETT, nouvel équipement doté d’un Parc des Expositions et d’un Centre de Conventions.

Toulouse Événements réaffirme ainsi sa détermination à préserver la santé de tous, d’assurer la continuité des affaires des 600 exposants de cet événement et la satisfaction de ses clients, et ce dans les meilleures conditions.";2020-06-20;2020-06-29;Tous les jours de 10h à 19h non stop. Nocturnes jusqu'à 22h.;Du 20/06/2020 au 29/06/2020 - Tous les jours de 10h à 19h non stop. Nocturnes jusqu'à 22h.;REPORTE;PARC DES EXPOSITIONS;;Rond point Michel Bénech;;31000;TOULOUSE;Manifestation commerciale;Foire ou salon;;Palais de Justice;43.5871429;1.43611545;;;www.foiredetoulouse.com;;De 4,50 € à 7,00 €;;4 - 7 ans  /  8 - 12 ans;43.5871429,1.43611545
FMAMID031V5087EM;LES SIESTES ELECTRONIQUES;FESTIVAL LES SIESTES ELECTRONIQUES (ANNULE);Le festival Les Siestes Électroniques organise sa 19e édition toulousaine du jeudi 25 juin au dimanche 28 juin 2020.;Les Siestes Electroniques est un festival toulousain dédié aux cultures émergentes. La programmation artistique, historiquement dédiée aux musiques électroniques, y est désormais beaucoup plus riche, parfois même exubérante, toujours pétillante et ose sans complexe le grand écart des genres, des périodes et des familles musicales. Les Siestes Electroniques essaient ainsi, année après année, de susciter la curiosité de leurs spectateurs et de continuer à représenter un évènement à part, festif, agréable, simple et ouvert autant qu’intransigeant.;2020-06-25;2020-06-28;;Du 25/06/2020 au 28/06/2020;ANNULE;JARDIN COMPANS CAFFARELLI;;Boulevard Lascrosses;;31000;TOULOUSE;Musique;Concert, Festival;;Compans Caffarelli;43.609819;1.4327939;;;www.les-siestes-electroniques.com;Oui;;;;43.609819,1.4327939
FMAMID031V506248;TANGOPOSTALE;SUR LES PAS DE CARLOS GARDEL À TOULOUSE;"En raison des consignes de sécurité liées au Covid-19, nos visites guidées sont annulées jusqu'au 31 mai. 

Icône en Amérique Latine, le célèbre chanteur de tango, Carlos Gardel, est bien né à Toulouse en 1890.";"Visite proposée par l'Office de tourisme en partenariat avec Solange Bazely. 

Suivez les traces et témoignages dans la ville, en découvrant sa carrière fulgurante, aux tout débuts de l’enregistrement sonore, de la radio et du cinéma.

RDV : à la sortie du métro Compans-Caffarelli, devant l’hôtel Mercure.";2020-06-17;2020-06-17;A 14h30;Le 17/06/2020 - A 14h30;;SORTIE DU METRO COMPANS CAFFARELLI;Devant l'hôtel Mercure;;;31000;TOULOUSE;Culturelle;Visites guidées;;Compans Caffarelli;43.6103069;1.43108699;08 92 18 01 80;infos@toulouse-tourisme.com;;;7,00 €;;;43.6103069,1.43108699
FMAMID031V5019X0;TOULOUSE LES ORGUES;25E FESTIVAL INTERNATIONAL TOULOUSE LES ORGUES « SACRÉ ORGUE ! »;Le Festival international Toulouse les Orgues;En octobre, à Toulouse, laissez-vous surprendre par les orgues !;2020-10-06;2020-10-18;;Du 06/10/2020 au 18/10/2020;;DIVERS LIEUX;;;;31000;TOULOUSE;Musique;Festival;Musique classique;;43.6046256;1.444205;05 61 33 76 87;;toulouse-les-orgues.org;;;;;43.6046256,1.444205
FMAMID031V501IT2;VISITE GUIDEE DE L’OFFICE DE TOURISME;LES VISITES EVENEMENTS : LE JARDIN JAPONAIS (ANNULE);"En raison des consignes de sécurité liées au Covid-19, nos visites guidées sont annulées jusqu'au 31 mai. 

Ces visites sorties tout droit de notre imagination font la part belle aux événements du moment.
Vous vous laisserez bien tenter, non ?";"Visite guidée de l'office de tourisme. 

L’art du niwaki, le hanami, ou encore le karesansui, vous avez une heure pour réviser vos connaissances sur la culture zen des mythiques jardins japonais.

Rassurez-vous, cette petite balade n’est pas seulement réservée aux otakus (si vous n’avez rien compris, il faut vraiment venir !).

En cas de météo défavorable et de fermeture du jardin, la visite peut être annulée.

RDV : à la sortie du métro Compans-Caffarelli, devant l'hôtel Mercure. 
Durée : 1 heure. 

La réservation est conseillée, les places étant limitées.";2020-05-24;2020-05-24;A 15h.;Le 24/05/2020 - A 15h.;ANNULE;METRO COMPANS-CAFFARELLI;;;;31000;TOULOUSE;Culturelle;Visites guidées;;Compans-Caffarelli;43.6103587;1.43549318;0 892 180 180 (0,45 € TTC/min);infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;7,00 €;;;43.6103587,1.43549318
FMAMID031V50IBH8;;JEAN-FRANÇOIS ZYGEL (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE) ANNULE;Un américain à Paris, un français à New York;"Du célébrissime tube de Gershwin Un Américain à Paris et son joyeux désordre multicolore à la folle énergie rythmique de La Ville de Jean-François Zygel, un voyage aller retour Paris-New York, en compagnie des trois célèbres marins d’On The Town de Bernstein pris dans les volutes répétitives, tournoyantes et hypnotiques de Philip Glass.

JEAN-FRANÇOIS ZYGEL / PIANO ET IMPROVISATION
GÁBOR KÁLI / DIRECTION

GERSHWIN
- UN AMÉRICAIN À PARIS
BERNSTEIN
- ON THE TOWN
GLASS
- CONCERTO
ZYGEL
- LA VILLE";2020-07-04;2020-07-04;A 18h.;Le 04/07/2020 - A 18h.;ANNULE;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert, Spectacle;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;web.digitick.com/04-07-2020-jf-zygel-concert-halle-aux-grains-zone-toulouse-04-juillet-2020-css5-onct-pg101-ri6267181.html;;De 5,00 € à 22,00 €;;;43.6002193,1.4533432
FMAMID031V50DU4T;;1ER DIMANCHE DU MOIS - MUSEES GRATUITS;Musées gratuits.;"Le premier dimanche du mois, les musées (collections permanentes) sont gratuits pour l'ensemble des visiteurs. Les expositions temporaires restent payantes. 

Les musées concernés sont : Musée des Abattoirs - Musée des augustins - Musée Georges Labit - Musée Saint-Raymond - Muséum d'histoire naturelle - Couvent des Jacobins - Quai des savoirs. 
Le musée Paul Dupuy est fermé pour travaux";2020-06-07;2020-06-07;;Le 07/06/2020;;DIVERS LIEUX;;;;31000;TOULOUSE;Culturelle, Insolite;Animations;Musée;;43.6046256;1.444205;;;;;;;;43.6046256,1.444205
