Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V50E4RC;;FESTIVAL PIANO AUX JACOBINS;Le prestigieux rendez-vous des amoureux du piano sera de retour en septembre 2020 avec une nouvelle programmation riche des plus grands pianistes et de jeunes talents à découvrir.;Le couvent des Jacobins, partenaire historique du festival, se fera de nouveau l’écrin de ces purs moments d’émotion.;03/09/2020;24/09/2020;;Du 03/09/2020 au 24/09/2020;;COUVENT DES JACOBINS;;Parvis des Jacobins;;31000;TOULOUSE;Culturelle;Festival;;;43.603337;1.440224;;;jacobins.toulouse.fr;;;;;43.603337,1.440224
FMAMID031V50CMNL;;FETE DE LA MUSIQUE (ANNULÉ);Une nouvelle occasion de sortir de chez toi et de fêter la musique dans différents lieux de Toulouse;La Fête de la musique, c'est partout dans la ville, les rues, les salles, les centres culturels, dans les parcs et jardins…;21/06/2020;21/06/2020;;Le 21/06/2020;ANNULE;DIVERS LIEUX;;;;31000;TOULOUSE;Musique;Concert, Festival;Musical;;;;;;;Oui;;;;
FMAMID031V50ISHF;;GAD ELMALEH;5 ans après «Sans tambour» et une tournée internationale avec un spectacle en anglais dans plus de 15 pays, Gad Elmaleh est de retour avec un one-man show inédit : «D'Ailleurs».;Dès le 28 avril 2020, Gad Elmaleh sillonnera la France durant près de deux ans avec un 6e spectacle mêlant stand-up et personnages.;02/12/2020;02/12/2020;A 20h.;Le 02/12/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;;Spectacle;Comique;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/gad-elmaleh-2227.html;;;;;43.598264,1.4092542
FMAMID031V50IUNM;;GUINGUETTE LES TERRASSES DE L'ATELIER;Situées dans un cadre bucolique, aux pieds des coteaux de Pech-David,  » Les Terrasses de l’Atelier » sont de retour pour une nouvelle saison à Toulouse.;"Un lieu très « nature », dont la force repose sur ses terrasses qui s’étalent sur plus de 1000 m², sur plusieurs niveaux, avec différentes ambiances. Une des nouveautés cette année : « La création d’une nouvelle terrasse de 350 m². Un espace dédié à la fête avec un dancefloor. 

Espace barbecue et grillades, poke bowl, huîtres, stand de glaces et différents food truck (Tommy’s Burger, El Gaucho Empanadas, So Piadin, Epicurieux…) sont à leur disposition. Un espace marché a également été créé cette année. Et le midi, les Terrasses proposent également des plats frais autour d’une carte bistrot.

Cette guinguette éphémère, ouverte jusqu’à la mi-octobre, propose également un espace de jeux bien fourni avec pétanque, molky, fléchette, beer-pong ou encore baby-foot…Et pour les plus petits, un espace enfants a également été mis en place. 

Pour s’y rendre, il est possible de venir en voiture, en vélo… ou même en navette, depuis le métro Carmes, au centre-ville de Toulouse. 

MESURES SANITAIRES: 
-capacité réduite de 1000 personnes à 700.";02/06/2020;15/10/2020;Du lundi au vendredi de 12h à 2h du matin, , jusqu’à 3 heures du matin le samedi et de 14 h à 22 h le dimanche;Du 02/06/2020 au 15/10/2020 - Du lundi au vendredi de 12h à 2h du matin, , jusqu’à 3 heures du matin le samedi et de 14 h à 22 h le dimanche;;LES TERRASSES DE L'ATELIER;;1 chemin des Etroits;;31000;TOULOUSE;Insolite;Animations;Gastronomie;EMPALOT;43.5733655;1.4400515;;;;;;;;43.5733655,1.4400515
FMAMID031V50IRV8;;10E FESTIVAL INTERNATIONNAL DU FILM D'ENVIRONNEMENT - FREDD;"L’association FReDD est un espace de rencontres respectueux de chacun et soucieux des enjeux sociétaux ; elle souhaite promouvoir les valeurs de solidarité, d’échanges et de réflexions tout en cultivant l’intérêt pour les images et les sons pour comprendre et agir.";"Créée en juin 2012, l’association « Film, Recherche et Développement Durable » (FReDD), est une association de culture scientifique centrée sur les problématiques du développement durable ; elle valorise et diffuse des films qui proposent sur ces questions une réflexion argumentée et qui invitent au débat. En présentant des productions issues du monde entier, l’association vise à la sensibilisation et à l’engagement citoyen des différents publics sur ces enjeux majeurs ; elle organise des rencontres avec les acteurs du domaine pour une meilleure compréhension des défis environnementaux, sociaux, économiques et culturels de la Planète.

Les actions de l’association s’appuient sur les orientations suivantes :
L’enracinement dans la recherche : elle développe les relations avec des chercheurs et des laboratoires, elle s’appuie sur un conseil scientifique pluridisciplinaire.

La pleine inscription dans le champ culturel. L’association agit dans le champ de l’action culturelle et veille à en
tretenir des liens avec les domaines de la création artistique.
L’engagement militant pour la sensibilisation, l’éducation et la formation aux problématiques du développement durable ; l’association développe pour cela des relations partenariales avec les acteurs du domaine.

La valorisation des expressions audiovisuelles. L’association porte l’idée qu’il est important de concevoir et de diffuser des messages médiatiques (audiovisuels, filmiques, radiophoniques, numériques, …) de bonne qualité scientifique et esthétique, sur toutes les questions relatives aux enjeux sociétaux du développement durable.";28/09/2020;04/10/2020;;Du 28/09/2020 au 04/10/2020;;DIVERS LIEUX A TOULOUSE;;;;31000;TOULOUSE;Culturelle;Animations, Cinéma, Exposition, Festival, Rencontres;Cinéma, Jeune public;;43.6046256;1.444205;;festival.fredd@gmail.com;www.festival-fredd.fr;;;;;43.6046256,1.444205
FMAMID031V501QT3;;24E FESTIVAL CONVIVENCIA;CONVIVENCIA A NOUVEAU SUR LE PONT !;"Ces longues semaines confinées en fond de cale nous ont bien remués (de la houle sur le canal ? ). Elles nous ont aussi obligés à ralentir, à (re)penser nos pratiques et à (re)interroger notre action. Tous nos cadres de pensée, de travail, de vie sont bouleversés par cette crise sanitaire. Personne n’est épargné, tous les territoires proches comme lointains sont touchés. Si l’urgence est de contenir la pandémie, il nous faut aussi imaginer l’après. Un après bouleversé, différent où la culture, selon nous, tient un rôle majeur pour (re)tisser du lien social et renouer avec une convivialité de proximité.

Parce que Convivencia est avant tout une expérience humaine, artistique, patrimoniale qui va au-delà du simple concert sur les berges du canal du Midi, nous voulons agir et proposer un événement réinventé qui s’adapte aux contraintes imposées par le contexte sanitaire.

La navigation sur le canal reprend fin mai et pour nous, impossible de penser que la péniche reste à quai tout l’été.
Le voyage 2020 sera plus court (du 19 au 31 juillet) mais tout aussi intense !

La péniche Tourmente habituellement transformée en scène de concerts, deviendra une péniche radiophonique chargée d’ondes positives. La navigation sera rythmée par des escales en musique, où des concerts uniques réservés en priorité aux plus confinés seront organisés dans un cadre intime. Au fil de ce parcours, on découvrira des créations originales d’art contemporain produites par les Abattoirs, Musée-Frac Occitanie Toulouse, en partenariat avec le Frac Occitanie Montpellier. L’une de ces œuvres sera embarquée à bord de la péniche du festival et visible de tous.

Vous l’avez compris nous travaillons ardemment pour que cet été, le canal du Midi soit à la fête et reste un vecteur de lien intemporel.
Restent encore de nombreuses incertitudes et questions quant aux modalités d’organisation de ce festival « nouveau format », car bien évidemment la priorité pour nous est de garantir des conditions d’accueil en toute sécurité pour toutes et tous (équipe, artistes, publics, bénévoles, partenaires…).

Aventure à suivre.
L’équipe Convivencia";19/07/2020;31/07/2020;;Du 19/07/2020 au 31/07/2020;;REGIONS MIDI-PYRENEES, LANGUEDOC-ROUSSILLON, PACA;;;;31000;TOULOUSE;Culturelle, Musique;Concert, Festival;;;43.6046256;1.444205;;;www.facebook.com/pg/ConvivenciaFestival/events/?ref=page_internal www.convivencia.eu;;;;;43.6046256,1.444205
FMAMID031V50IQUI;;ALAIN SOUCHON;Report du concert prévu initialement le 12 mars. La dernière fois qu’il est monté sur scène c’était aux côtés de son complice Laurent Voulzy, lors d’une tournée à guichets fermés.;"En attente de report. 

Mais cela fera plus de 6 ans qu’Alain Souchon n’a pas tourné en son nom.
Ceux qui l’ont vu sur scène savent qu’il s’agit de son terrain de jeu de prédilection.
Dans la lignée du magnifique « À Cause d’Elles » paru en 2011, Alain Souchon finalise l’enregistrement de son nouvel album, dont la sortie est prévue à la rentrée 2019.";13/09/2020;13/09/2020;A 17h.;Le 13/09/2020 - A 17h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/alain-souchon-2181.html;;;;;43.598264,1.4092542
FMAMID031V50DUUX;;BACH EN FAMILLE TEMPERAMENTS BACH (MUSIQUE EN DIALOGUE AUX CARMÉLITES);"Ensemble FILIGRANE
Franck Marcon, clavecin
Étienne Mangot, violoncelle & viole de gambe
Laurent Montel, comédien";"En la ravissante Chapelle des Carmélites, joyau du patrimoine toulousain, trois des plus riches époques de la musique -baroque, classique, romantique- sont déclinées à travers le portrait de leurs grands représentants réunis ici par la lettre B.

Au-delà de ce lien alphabétique, le point commun entre ces concerts est le choix des textes, partie intégrante de la vie des compositeurs : la correspondance de la famille Bach, le testament d’Heiligenstadt de Beethoven, les mémoires et lettres de Berlioz. Ce ne sont pas des illustrations littéraires mais bien des pages de l’existence de ces musiciens où les notes mariées aux mots donnent un sens particulier à cette édition qui offre trois créations et un succès déjà reconnu.

Et, pour la première fois ici, un spectacle où le langage n’est pas vocal mais corporel, où les danseurs dialoguent avec le violoncelle, le Hip Hop en harmonie avec les Suites de Bach, danses brillantes et intenses.

Ce programme s’articule autour des écrits de la vie du célèbre
Johann Sebastian Bach et de ses proches : lettres, expertises,
actes, correspondances et témoignages ; autant de pages intimes ou publiques qui révèlent une partie de l’existence privée
ou cachée du Cantor, de sa famille et témoignent de sa notoriété...
Mots et notes, phrases et mouvements, lettres et sonates donnent
à écouter des extraits des plus belles pages de la vie musicale
de la famille Bach.
Suite, Prélude, Variations Golberg, Fugue, Clavier bien tempéré… ces mots évoquent à eux seuls une musique entendue ou
imaginée sur laquelle dialoguent le clavecin délicat de Céline
Frisch et les profondes basses d’archet d’Étienne Mangot en
contrepoint de la voix du comédien Laurent Montel.


MUSIQUE
JSB et ses fils : Johann Sebastian (1685-1750),
Wilhelm Friedemann, Carl Philipp Emanuel
Johann Christoph Friedrich, Johann Christian
TEXTE
Correspondances et autres documents
de la parentèle Bach

Concert suivi d’une dégustation offerte par
un producteur de vin
et La Ferme aux Téoulets (Merville, 31)";29/08/2020;29/08/2020;A 16H00;Le 29/08/2020 - A 16H00;;CHAPELLE DES CARMELITES;;1 Rue du Périgord;;31000;TOULOUSE;Musique;Concert, Spectacle;Musique classique;Jeanne d'Arc / Capitole;43.6075064;1.44326425;05 62 72 23 35 Renseignements 05 61 99 44 00 Haute Garonne Tourisme;;musiquendialogue.festik.net;;De  € à 24,00 €;De  € à 15,00 €  -  De  € à 0,00 €;;43.6075064,1.44326425
FMAMID031V50ISH2;;CASSE NOISETTE;Cette année, le célèbre Bolchoï de Minsk signe son retour exceptionnel en France et viendra vous faire vivre la magie de Noël avec le chef d’œuvre Casse-Noisette !;"Ce conte de Noël raconte l’histoire de la jeune Clara qui reçoit en cadeau un Casse-Noisette en forme de petit bonhomme. Dans une nuit animée d’un mystérieux enchantement, les jouets menés par Casse-Noisette se livrent à une bataille acharnée contre les méchantes souris de la maison. Réveillée par le bruit, Clara décide d’affronter ses peurs en participant au combat et sauve son cher Casse-Noisette du danger. Ému par son courage et plein de gratitude, il se transforme en prince charmant et emmène Clara dans un royaume féérique.

Ballet en deux actes, Casse-Noisette est présenté au public pour la première fois en décembre 1892 à Saint-Pétersbourg au Théâtre Mariinsky. La célèbre musique de Tchaïkovsky interprétée par le talentueux orchestre et la virtuosité des danseurs, sublimés par des décors et costumes époustouflants, feront vibrer petits et grands dans ce monde fantastique. Cette partition inoubliable vous plongera dans une atmosphère magique et vous fera revivre vos rêves d’enfants.

Retrouvez toute la beauté de ce joyau du répertoire classique, idéal en période de Noël.";22/01/2021;22/01/2021;A 20h30;Le 22/01/2021 - A 20h30;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31000;TOULOUSE;;Spectacle;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/casse-noisette-2239.html;;;;;43.598264,1.4092542
FMAMID031V50IW5H;;CONCERT ÉTUDIANT (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"EN LIVE C’EST ENCORE MIEUX

MARTA GARDOLINSKA
DIRECTION
JEAN-JACQUES GROLEAU
PRÉSENTATION";"Toulouse Métropole offre aux étudiants des universités et grandes écoles toulousaines un concert gratuit de l’Orchestre national du Capitole à la Halle aux grains.

JOSEPH HAYDN
SYMPHONIE N° 88 EN SOL MAJEUR,
HOB. I : 88
FÉLIX MENDELSSOHN
SYMPHONIE N° 3 « ÉCOSSAISE »
EN LA MINEUR, OP. 56";23/01/2021;23/01/2021;A 20h.;Le 23/01/2021 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;5,00 €;;;43.6002193,1.4533432
FMAMID031V50IV1U;;DE LA COUR AU COUVENT (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

LEO HUSSAIN : DIRECTION
CHŒUR ET MAÎTRISE
DU CAPITOLE : ALFONSO CAIANI DIRECTION";"Les aventures de Louise de La Vallière, figure historique, qui fut le premier grand amour de Louis XIV avant de se retirer dans un couvent, devaient être recréées à Toulouse lors de la saison passée. C’est donc une deuxième renaissance pour cet
opéra méconnu de Reynaldo Hahn, où les événements historiques se succèdent à un rythme trépidant !

REYNALDO HAHN
LA CARMÉLITE,
OPÉRA EN VERSION CONCERT";13/02/2021;13/02/2021;A 20h.;Le 13/02/2021 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
FMAMID031V50I5EF;;EXPOSITION : « WISIGOTHS, ROIS DE TOULOUSE »;Loin des clichés, le MSR dévoile l’incroyable histoire des Wisigoths : chassés par les Huns, ils ont traversé l’Europe et défié l’empire romain avant d’établir leur royaume à Toulouse.;"15 siècles plus tard, ils reviennent dans leur capitale pour une exposition unique en son genre ! De batailles en trésors, de runes mystérieuses en pratiques corporelles étonnantes, venez faire connaissance avec ce peuple méconnu grâce à des découvertes archéologiques inédites.

MESURES SANITAIRES: 
-L’accès dans les collections permanentes et dans l’exposition temporaire n’est possible qu’en achetant son billet en ligne sur des créneaux horaires déterminés.
-L’accès se fait uniquement depuis la place Saint-Sernin. L’accès par la rue des Trois-Renards est réservé aux personnes à mobilité réduite.
-Limitation du nombre de visiteurs présents au même moment dans les salles : 
30 visiteurs dans l’exposition temporaire ;
60 visiteurs, répartis sur trois niveaux, dans la collection permanente
?Les groupes constitués sont limités à 10 personnes et doivent impérativement effectuer une réservation préalable.

Avant d’entrer dans le musée, les visiteurs et les personnels doivent se frictionner les mains avec une solution hydro-alcoolique (SHA). Des flacons de SHA seront à disposition des visiteurs dans chacune des salles du musée. Il est recommandé d’effectuer une friction après avoir touché un dispositif de médiation.
 -Le port du masque est obligatoire, tant pour les visiteurs que pour le personnel.
 -L’ascenseur ne peut être utilisé que par deux personnes en même temps.
 -Les poignées de porte, bouton d’ascenseur et rampe d’escalier sont désinfectés plusieurs fois par jour.";02/06/2020;27/12/2020;Du mardi au dimanche de 10h à 18h;Du 02/06/2020 au 27/12/2020 - Du mardi au dimanche de 10h à 18h;;MUSEE SAINT RAYMOND, MUSEE D'ARCHEOLOGIE DE TOULOUSE;;1 Ter Place Saint-Sernin;;31000;TOULOUSE;Culturelle;Exposition;Musée;Capitole;43.6079678;1.44114936;05 61 22 31 44;msr.web@mairie-toulouse.fr;www.SaintRaymond.toulouse.fr saintraymond.festik.net;;De 3,00 € à 8,00 €;;8 - 12 ans  /  plus de 12 ans;43.6079678,1.44114936
FMAMID031V50IS8V;;FAIRE SAVOIR TEST LE 5 DE CHAQUE MOIS;sdsdssdsqdq;ssdssdsdqsds;;;;Le 05/04/2020 Le 05/06/2020 Le 05/07/2020 Le 05/09/2020;;AMANDINE TEST;;;;31500;TOULOUSE;;;;;43.600568;1.433106;;;;;;;;43.600568,1.433106
FMAMID031V502PD4;;FESTIVAL BD DE COLOMIERS;Du 15 au 17 novembre, le festival BD de Colomiers fête ses 33 ans. Au fil des années, il a su se réinventer, se renouveler pour continuer à séduire un public toujours plus nombreux et bénéficier d’une belle réputation dans les milieux professionnels.;"Pour cette nouvelle édition, il affirme de nouveau sa ligne artistique en mixant l’illustration aux autres formes artistiques : concerts, spectacles, cinéma, lectures, numérique...

Par cette programmation à la fois pointue, variée et festive, il touche les publics avertis de la bande dessinée mais aussi un public familial et intergénérationnel. 

En mettant les jeunes auteurs au cœur de sa programmation, le festival affirme sa singularité : faire découvrir de jeunes artistes et les soutenir dans leurs parcours professionnels. 

Le festival soutient également très fortement les libraires et éditeurs indépendants. La Ville de Colomiers lance d’ailleurs l’opération All you need is lire avec le soutien de Toulouse Métropole et en collaboration avec quinze librairies de la métropole et deux éditeurs indépendants.

En attendant le festival, la ville de Colomiers soutient la jeune création en organisant un grand concours de bande dessinée. Vous avez jusqu'au vendredi 27 septembre 2019 pour participer ! Le corrigé des planches et la remise des prix auront lieu le samedi 16 novembre 2019 de 10h à 12h au Cinéma le Central, dans le cadre du festival BD de Colomiers (15 au 17 novembre 2019). Cette année, le sujet a été concocté par Simon Lamouret, jeune auteur, lauréat du Prix Découverte du festival 2018.";13/11/2020;15/11/2020;De 14h à 19h le vendredi, de 10h à 19h le samedi et le dimanche;Du 13/11/2020 au 15/11/2020 - De 14h à 19h le vendredi, de 10h à 19h le samedi et le dimanche;;DIVERS LIEUX;;;;31770;COLOMIERS;Culturelle, Sports et loisirs;Festival, Rencontres;Bande dessinée;;43.612189;1.336579;;;www.bdcolomiers.com/festival-2019/le-festival-834.html;;;;;43.612189,1.336579
FMAMID031V50IV09;;HAPPY HOUR… INVITATION AU VOYAGE (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

UNE HEURE CONSACRÉE AUX CHEFS-D’ŒUVRE DU GRAND RÉPERTOIRE, AFIN DE DÉCOUVRIR LES PLUS BELLES PAGES SYMPHONIQUES

KEREM HASAN : DIRECTION
THIBAUT GARCIA : GUITARE";"Bonaparte se fit couronner Napoléon… et Beethoven déchira la dédicace qu’il pensait lui adresser dans sa Symphonie n° 3 ! Plus de deux siècles après, celle-ci symbolise encore le refus de toute tyrannie. Sa fougue a les traits d’un jeune Anglais, le chef britannique Kerem Hasan. À ses côtés dans le Concerto d’Aranjuez, le guitariste toulousain Thibaut Garcia incarne mieux que tout autre
cet amour de la ville rose pour la musique.

JOAQUÍN RODRIGO
CONCERTO D’ARANJUEZ
POUR GUITARE
LUDWIG VAN BEETHOVEN
SYMPHONIE N° 3 « HÉROÏQUE »
EN MI BÉMOL MAJEUR, OP. 55";31/10/2020;31/10/2020;A 18h.;Le 31/10/2020 - A 18h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
FMAMID031V505YMH;;HORS-LIGNE;Un espace éphémère, un lieu unique de vie autour de l'art urbain.;"Imaginé par 4 amis déjà associés dans de nombreux projets dédiés aux arts urbains, tels que l’exposition Mister Freeze, le Festival Open Summer, les soirées Hello Brooklyn ou encore la création de l’Espace Cobalt, Hors Ligne est un concept inédit, qui risque fort de donner le sourire à de nombreux toulousains en manque de nouveautés originales !

C’est dans l’ancien Monoprix de l’avenue Étienne Billières qu’Hors Ligne a posé ses valises. Réparti sur une surface totale de 350m2, l’espace a été intégralement repensé et la décoration confiée à des artistes reconnus dans le milieu de l’art urbain pour créer différents espaces, dans une ambiance arty et chaleureuse. Le lieu peut accueillir jusqu’à 200 personnes et peut être privatisé.

Hors Ligne est un concept ambitieux, qu’il ne faut pas tarder à découvrir car, à l’image du Graffiti à qui il rend hommage, il n’est qu’éphémère et fermera ses portes fin 2020 !";15/04/2020;31/12/2020;;Du 15/04/2020 au 31/12/2020;;HORS-LIGNE CONCEPT;;41 avenue Etienne Billières;;31300;TOULOUSE;Insolite;Exposition;Arts de la rue, Gastronomie, Peinture;Saint Cyprien;43.5966668;1.4260245;;;www.horsligneconcept.com;;;;plus de 12 ans;43.5966668,1.4260245
FMAMID031V50IUZW;;L’ANNÉE LUDWIG BEETHOVEN SOLAIRE (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

MAXIM EMELYANYCHEV : DIRECTION
ISHAY SHAER : PIANO";"Les mélomanes toulousains le savent : Maxim Emelyanychev aime mettre
sa connaissance du répertoire ancien au service des grands chefsd’œuvre classiques. Aux côtés du jeune pianiste israélien Ishay Shaer, il associe Beethoven à Haydn, rappelant combien « Ludwig van » apprit de son aîné. Deux symphonies emblématiques de leurs maturités dialoguent : la merveilleuse Symphonie n° 95 « londonienne » et la Symphonie n° 8 au charme solaire.

JOSEPH HAYDN
SYMPHONIE N° 95 EN UT MINEUR,
HOB. I : 95
LUDWIG VAN BEETHOVEN
• CONCERTO POUR PIANO N° 4
EN SOL MAJEUR, OP. 58
• SYMPHONIE N° 8 EN FA MAJEUR, OP. 93";03/10/2020;03/10/2020;A 20h.;Le 03/10/2020 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
FMAMID031V50IUZR;;L’ANNÉE LUDWIG MAJESTUEUX ZACHARIAS (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

CHRISTIAN ZACHARIAS : DIRECTION ET PIANO";"Pianiste et chef hors du commun, pédagogue généreux, Christian Zacharias s’associe à l’année-anniversaire Beethoven. Au piano et à la baguette, le musicien s’empare de la fougue du jeune Beethoven au cours d’une soirée exceptionnelle. Il interprète le Concerto n° 2… qui fut pourtant le premier composé par lemusicien de Bonn.

ARNOLD SCHOENBERG
SYMPHONIE DE CHAMBRE N° 2
EN MI BÉMOL MINEUR, OP. 38
LUDWIG VAN BEETHOVEN
• CONCERTO POUR PIANO N° 2
EN SI BÉMOL MAJEUR, OP. 19
• SYMPHONIE N° 2 EN RÉ MAJEUR, OP. 36";26/09/2020;26/09/2020;A 20h.;Le 26/09/2020 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
FMAMID031V50IV36;;LA FABULEUSE HISTOIRE DE MICHEL STROGOFF (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

DANS LE CADRE DE LA TROISIÈME ÉDITION DES MUSICALES FRANCO-RUSSES

JEAN-FRANÇOIS ZYGEL : PIANO, CÉLESTA ET NARRATION
MÉDÉRIC COLLIGNON : CORNET, BUGLE ET VOIX
THOMAS BLOCH : CRISTAL BASCHET ET ONDES MARTENOT";"Jean-François Zygel nous invite à voyager entre Moscou et la Sibérie, sur les pas du célèbre héros de Jules Verne. Les sonorités hypnotiques du cristal Baschet, la magie des ondes Martenot, la virtuosité volubile du bugle et du cornet, se mêleront au piano héroïque de Jean-François Zygel et au scintillement du célesta pour évoquer, soutenir, incarner ou prolonger les péripéties de cette
fascinante épopée !";03/04/2021;03/04/2021;A 18h.;Le 03/04/2021 - A 18h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
FMAMID031V50IQK1;;LA PAT'PATROUILLE - LE SPECTACLE !;Basé sur la série animée star des enfants, La Pat’ Patrouille – Le Spectacle ! « À la rescousse ! » met en scène leurs personnages préférés pour une aventure musicale pleine d’humour et d’action !;"Report du 15 mars. Les billets achetés pour la date du 15/03/2020 14h00 restent uniquement valables pour le 10/10/2020 à 14h00. Et ceux achetés pour le 15/03/2020 17h00 restent valables pour le 10/10/2020 à 17h00.

Tous les habitants de La Grande Vallée se retrouvent pour l’lncroyable Course des Maires qui oppose Mme le maire Goodway de La Grande Vallée et le M. le maire Hellinger de FoggyBottom. Mais, Mme le maire Goodway a disparu…

Heureusement, la Pat’ Patrouille est là ! Chase, Marcus, Stella, Ruben, Rocky, Zuma, Everest et Ryder sont toujours prêts à partir en mission pour venir en aide aux habitants de La Grande Vallée !

Cette aventure interactive transporte les enfants dans des lieux emblématiques de la série tels que La Grande Vallée, la Tour de Contrôle, la ferme de la Madame Yumi, l’Île des Phoques et la montagne de Jake.

La Pat’ Patrouille – Le Spectacle ! montre aux enfants que « aucune mission n’est trop dure car nos amis, ils assurent » !";10/10/2020;10/10/2020;A 14h et 17h;Le 10/10/2020 - A 14h et 17h;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31000;TOULOUSE;;Spectacle;Jeune public;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/patpatrouille-2198.html;;;;;43.598264,1.4092542
FMAMID031V50IV0W;;LE NOUVEL AN DE TUGAN SOKHIEV (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

TUGAN SOKHIEV : DIRECTION";"Festif et féerique? Les concerts du Nouvel An sont un rendez-vous
incontournable, auquel les mélomanes de tous âges sont conviés. Une belle occasion de passer les fêtes en famille et de découvrir ensemble des pages intemporelles issues des quatre coins de la planète.

PROGRAMME SURPRISE";30/12/2020;01/01/2021;Mercredi et jeudi à 20h. Vendredi à 18h.;Du 30/12/2020 au 01/01/2021 - Mercredi et jeudi à 20h. Vendredi à 18h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
